"","X","SNo","Date","StartupName","IndustryVertical","SubVertical","CityLocation","InvestorsName","InvestmentType","AmountInUSD","Remarks","New_Date","dd","mm","yyyy","mmyyyy","New_Date","dd","mm","yyyy","mmyyyy"
"1300",2042,6076,"17/06/2015","MyDentist","Dental Clinic chain","","Mumbai","LGT Group, Asian Healthcare fund, Seedfund","Private Equity",8200000,"Series C","17/06/2015",17,6,2015,"06-2015","17/06/2015","17","06","2015","06-2015"
"1301",2044,6077,"18/06/2015","Fracktal Works","3D Printer Manufacturer","","Bangalore","Neoteric Infomatique Limited","Private Equity",3000000,"Series A","18/06/2015",18,6,2015,"06-2015","18/06/2015","18","06","2015","06-2015"
"1302",2045,6078,"18/06/2015","Hansa Customer Equity","IT / Customer Engagement Consulting","","Mumbai","ASK Pravi","Private Equity",5000000,"Series A","18/06/2015",18,6,2015,"06-2015","18/06/2015","18","06","2015","06-2015"
"1303",2048,6079,"19/06/2015","Housejoy","Home services marketplace","","Bangalore","Matrix Partners","Private Equity",4000000,"Series A","19/06/2015",19,6,2015,"06-2015","19/06/2015","19","06","2015","06-2015"
"1304",2049,6080,"19/06/2015","FundsIndia.com","Financial Services Platform","","Chennai","Faering Capital, Foundation Capital, Inventus Capital Partners","Private Equity",11000000,"Series C","19/06/2015",19,6,2015,"06-2015","19/06/2015","19","06","2015","06-2015"
"1305",2050,6081,"20/06/2015","Cupick","Social Network for Artists","","Bangalore","Group of Angel Investors from US/India","Seed Funding",120000,"","20/06/2015",20,6,2015,"06-2015","20/06/2015","20","06","2015","06-2015"
"1306",2051,6082,"20/06/2015","Tracxn","Startup funding platform","","Bangalore","Sachin Bansal, Bunny Bansal & other investors","Private Equity",10000000,"Series A","20/06/2015",20,6,2015,"06-2015","20/06/2015","20","06","2015","06-2015"
"1307",2052,6083,"21/06/2015","Holachef","Food Delivery Platform","","Mumbai","Kalaari Capital, India Quotient","Private Equity",3100000,"Series A","21/06/2015",21,6,2015,"06-2015","21/06/2015","21","06","2015","06-2015"
"1308",2053,6084,"22/06/2015","belong","Data Driven recruitment recommendation","","Bangalore","Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy","Private Equity",5000000,"Series A","22/06/2015",22,6,2015,"06-2015","22/06/2015","22","06","2015","06-2015"
"1309",2056,6085,"22/06/2015","Vidgyor","Video Advertisement Platform","","Bangalore","AngelPrime","Seed Funding",500000,"","22/06/2015",22,6,2015,"06-2015","22/06/2015","22","06","2015","06-2015"
"1310",2058,6086,"23/06/2015","Goodservice","Mobile Chat based concierge service","","New Delhi","Sequoia Capital","Private Equity",1600000,"Series A","23/06/2015",23,6,2015,"06-2015","23/06/2015","23","06","2015","06-2015"
"1311",2059,6087,"23/06/2015","Treebo","Online Budget Hotel Booking Service","","Bangalore","Matrix Partners India, SAIF Partners","Private Equity",6000000,"Series A","23/06/2015",23,6,2015,"06-2015","23/06/2015","23","06","2015","06-2015"
"1312",2060,6088,"23/06/2015","EduKart","Online education marketplace","","New Delhi","Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni","Private Equity",1000000,"Series A","23/06/2015",23,6,2015,"06-2015","23/06/2015","23","06","2015","06-2015"
"1313",2065,6089,"24/06/2015","Indix","SaaS product intelligence platform","","","Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures","Private Equity",15000000,"Series C","24/06/2015",24,6,2015,"06-2015","24/06/2015","24","06","2015","06-2015"
"1314",2066,6090,"24/06/2015","The Porter","Logistics Tech","","Mumbai","Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon","Private Equity",5500000,"Series A","24/06/2015",24,6,2015,"06-2015","24/06/2015","24","06","2015","06-2015"
"1315",2067,6091,"24/06/2015","Retention.ai","App Analytics platform","","Bangalore","Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others","Seed Funding",500000,"","24/06/2015",24,6,2015,"06-2015","24/06/2015","24","06","2015","06-2015"
"1316",2068,6092,"25/06/2015","Fusion Microfinance","Micro Finance Platform","","New Delhi","Development finance institution Belgian Investment Company, Oikocredit","Private Equity",8600000,"Series C","25/06/2015",25,6,2015,"06-2015","25/06/2015","25","06","2015","06-2015"
"1317",2069,6093,"25/06/2015","Zinka","Freight logistics platform","","Bangalore","Accel Partners, Flipkart","Private Equity",6000000,"Series A","25/06/2015",25,6,2015,"06-2015","25/06/2015","25","06","2015","06-2015"
"1318",2070,6094,"26/06/2015","CreditMantri","Credit Management Services","","Chennai","IDG Ventures India, Elevar Equity, Accion Venture Lab","Private Equity",2500000,"Series A","26/06/2015",26,6,2015,"06-2015","26/06/2015","26","06","2015","06-2015"
"1319",2071,6095,"26/06/2015","GetMyPeon","Hyperlocal Handyman Services","","Mumbai","Undisclosed investors","Seed Funding",250000,"","26/06/2015",26,6,2015,"06-2015","26/06/2015","26","06","2015","06-2015"
"1320",2072,6096,"29/06/2015","UrbanClap","Hyperlocal services marketplace","","New Delhi","SAIF Partners,  Accel Partners","Private Equity",10000000,"Series A","29/06/2015",29,6,2015,"06-2015","29/06/2015","29","06","2015","06-2015"
"1321",2074,6097,"29/06/2015","AdWyze","Marketing / Advertising Automation platform","","Bangalore","Mape Advisory","Seed Funding",1000000,"","29/06/2015",29,6,2015,"06-2015","29/06/2015","29","06","2015","06-2015"
"1322",2075,6098,"29/06/2015","Zimmber","Hyperlocal Handyman Services","","Mumbai","Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar","Seed Funding",400000,"","29/06/2015",29,6,2015,"06-2015","29/06/2015","29","06","2015","06-2015"
"1323",2079,6099,"30/06/2015","Flatchat","Flat rental Mobile App","","Bangalore","Commonfloor","Private Equity",2500000,"Strategic Funding","30/06/2015",30,6,2015,"06-2015","30/06/2015","30","06","2015","06-2015"
"1324",2080,6100,"30/06/2015","MyCFO","Wealth Management Platform","","Mumbai","Sameer Koticha","Private Equity",1500000,"Series A","30/06/2015",30,6,2015,"06-2015","30/06/2015","30","06","2015","06-2015"
"1325",2081,6101,"01/05/2015","Foodpanda","Online Food Delivery","","Gurgaon","Goldman Sachs, Rocket Internet","Private Equity",100000000,"Series D","01/05/2015",1,5,2015,"05-2015","01/05/2015","01","05","2015","05-2015"
"1326",2082,6102,"01/05/2015","Termsheet","Fund Raising Platform","","Chennai","Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri","Seed Funding",100000,"","01/05/2015",1,5,2015,"05-2015","01/05/2015","01","05","2015","05-2015"
"1327",2083,6103,"04/05/2015","Applicate","Workforce Management Software","","Bangalore","Rishi Vasudev, Amit Gupta, Rajiv Nayan","Seed Funding",550000,"","04/05/2015",4,5,2015,"05-2015","04/05/2015","04","05","2015","05-2015"
"1328",2084,6104,"04/05/2015","World Art Community","Online Art Marketplace","","Gurgaon","Viraj Tyagi & others","Seed Funding",200000,"","04/05/2015",4,5,2015,"05-2015","04/05/2015","04","05","2015","05-2015"
"1329",2085,6105,"04/05/2015","SpoonJoy","Online Food Delivery","","Bangalore","SAIF Partners","Seed Funding",1000000,"","04/05/2015",4,5,2015,"05-2015","04/05/2015","04","05","2015","05-2015"
"1330",2086,6106,"05/05/2015","Seed Schools","Affordable Education","","Hyderabad","Acumen Fund","Seed Funding",650000,"","05/05/2015",5,5,2015,"05-2015","05/05/2015","05","05","2015","05-2015"
"1331",2087,6107,"05/05/2015","Ignis Careers","Career Development","","Hyderabad","Acumen Fund","Seed Funding",250000,"","05/05/2015",5,5,2015,"05-2015","05/05/2015","05","05","2015","05-2015"
"1332",2088,6108,"05/05/2015","Square Yards","Real Estate Advisory","","Gurgaon","Undisclosed Investors","Private Equity",6000000,"pre-Series A","05/05/2015",5,5,2015,"05-2015","05/05/2015","05","05","2015","05-2015"
"1333",2089,6109,"05/05/2015","Fintellix","Banking Analytics Platform","","Bangalore","IDG Ventures, Sequoia Capital","Private Equity",15000000,"Series C","05/05/2015",5,5,2015,"05-2015","05/05/2015","05","05","2015","05-2015"
"1334",2091,6110,"06/05/2015","Delhivery","Ecommerce Logistics","","Gurgaon","Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet","Private Equity",85000000,"Series D","06/05/2015",6,5,2015,"05-2015","06/05/2015","06","05","2015","05-2015"
"1335",2092,6111,"06/05/2015","Swiggy","Online Food Delivery","","Bangalore","Norwest Venture Partners","Private Equity",15000000,"Series B","06/05/2015",6,5,2015,"05-2015","06/05/2015","06","05","2015","05-2015"
"1336",2094,6112,"07/05/2015","Box8","Online Food Delivery","","Mumbai","Mayfield Ventures","Private Equity",3500000,"Series A","07/05/2015",7,5,2015,"05-2015","07/05/2015","07","05","2015","05-2015"
"1337",2095,6113,"07/05/2015","Toppr","Online Education Platform","","Mumbai","Fidelity Growth Partners India, SAIF Partners,  Helion Ventures","Private Equity",10000000,"Series B","07/05/2015",7,5,2015,"05-2015","07/05/2015","07","05","2015","05-2015"
"1338",2096,6114,"07/05/2015","Vedantu","Online Education Platform","","Bangalore","Accel Partners, Tiger Global Management","Private Equity",5000000,"Series A","07/05/2015",7,5,2015,"05-2015","07/05/2015","07","05","2015","05-2015"
"1339",2097,6115,"08/05/2015","BuyHatke","Online Product Comparison","","Bangalore","S.Gopalakrishnan, Beenos","Seed Funding",1000000,"","08/05/2015",8,5,2015,"05-2015","08/05/2015","08","05","2015","05-2015"
"1340",2099,6116,"08/05/2015","Uniken","Online Security Platform","","Pune","Exfinity Ventures","Private Equity",2000000,"Bridge Round Pre-Series B","08/05/2015",8,5,2015,"05-2015","08/05/2015","08","05","2015","05-2015"
"1341",2100,6117,"08/05/2015","GrandOpinion","Online Medical Diagnostic","","New Delhi","Florida based Angel investor","Seed Funding",150000,"","08/05/2015",8,5,2015,"05-2015","08/05/2015","08","05","2015","05-2015"
"1342",2102,6118,"12/05/2015","ZapStitch","Cloud Data Integration Platform","","Bangalore","Helion Venture Partners, Orios Venture Partners","Private Equity",2000000,"Pre-Series A","12/05/2015",12,5,2015,"05-2015","12/05/2015","12","05","2015","05-2015"
"1343",2103,6119,"12/05/2015","Wassup","Mobile Laundry Cleaning Service","","Chennai","Arun Chandra Mohan, Praveen Sinha","Private Equity",2000000,"Pre-Series A","12/05/2015",12,5,2015,"05-2015","12/05/2015","12","05","2015","05-2015"
"1344",2105,6120,"12/05.2015","Plancess","Online Education Platform","","Mumbai","Rajendra Gogri,  Chandrakant Gogri","Seed Funding",2000000,"","12/05.2015",12,5,2015,"05-2015","12/05.2015","12","05","2015","05-2015"
"1345",2109,6121,"14/05/2015","IndianRoots.com","Lifestyle Ecommerce Portal","","Gurgaon","KJS Group","Private Equity",5000000,"Series B","14/05/2015",14,5,2015,"05-2015","14/05/2015","14","05","2015","05-2015"
"1346",2110,6122,"14/05/2015","RedPolka","Online Fashion Aggregator","","Mumbai","Undisclosed Investors","Seed Funding",250000,"","14/05/2015",14,5,2015,"05-2015","14/05/2015","14","05","2015","05-2015"
"1347",2111,6123,"15/05/2015","Venturesity","Online Job skills Showcase","","Bangalore","Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi","Seed Funding",270000,"","15/05/2015",15,5,2015,"05-2015","15/05/2015","15","05","2015","05-2015"
"1348",2114,6124,"19/05/2015","Chaayos","Offline Tea Chain","","New Delhi","Tiger Global Management","Private Equity",1000000,"Series A","19/05/2015",19,5,2015,"05-2015","19/05/2015","19","05","2015","05-2015"
"1349",2115,6125,"19/05/2015","Akosha","Business Messaging App","","New Delhi","Sequoia Capital","Private Equity",16000000,"Series B","19/05/2015",19,5,2015,"05-2015","19/05/2015","19","05","2015","05-2015"
"1350",2116,6126,"19/05/2015","Cooey","Health Mobile App","","Bangalore","Subhash Goyal","Seed Funding",470000,"","19/05/2015",19,5,2015,"05-2015","19/05/2015","19","05","2015","05-2015"
"1351",2117,6127,"19/05/2015","MeetUniv","Online Ed-Tech Platform","","Noida","Peesh Venture Capital","Seed Funding",1000000,"","19/05/2015",19,5,2015,"05-2015","19/05/2015","19","05","2015","05-2015"
"1352",2119,6128,"19/05/2015","Crown-it","Hyperlocal Mobile Marketplace","","Gurgaon","Accel Partners, Helion Venture Partners","Private Equity",5500000,"Series A","19/05/2015",19,5,2015,"05-2015","19/05/2015","19","05","2015","05-2015"
"1353",2120,6129,"19/05/2015","Trucksfirst","Trucking Logistic Operations","","Gurgaon","SAIF partners","Private Equity",10000000,"Series A","19/05/2015",19,5,2015,"05-2015","19/05/2015","19","05","2015","05-2015"
"1354",2121,6130,"20/05/2015","Lookup","B2C Messaging App","","Bangalore","Biz Stone","Private Equity",3000000,"Series A","20/05/2015",20,5,2015,"05-2015","20/05/2015","20","05","2015","05-2015"
"1355",2123,6131,"22/05/2015","Nudgespot","Customer Engagement Platform","","Bangalore","Kae Capital, Anoop Goyal, Mike Shah, VA Sastry","Seed Funding",625000,"","22/05/2015",22,5,2015,"05-2015","22/05/2015","22","05","2015","05-2015"
"1356",2125,6132,"22/05/2015","EveningFlavors","Online Table Reservation","","Bangalore","Sandiep Shrivatsava","Seed Funding",500000,"","22/05/2015",22,5,2015,"05-2015","22/05/2015","22","05","2015","05-2015"
"1357",2127,6133,"25/05/2015","ZenParent","Parents focused Web Content","","Bangalore","i2india Ventures","Seed Funding",500000,"","25/05/2015",25,5,2015,"05-2015","25/05/2015","25","05","2015","05-2015"
"1358",2129,6134,"26/05/2015","UrbanPro","On-demand Service marketplace","","Bangalore","Nirvana Venture Advisors","Private Equity",2000000,"Series A","26/05/2015",26,5,2015,"05-2015","26/05/2015","26","05","2015","05-2015"
"1359",2130,6135,"26/05/2015","Goodbox","On-Demand Business messaging","","Bangalore","Manipal Group","Seed Funding",200000,"","26/05/2015",26,5,2015,"05-2015","26/05/2015","26","05","2015","05-2015"
"1360",2131,6136,"26/05/2015","Renderlogy","Online Home Décor","","Hyderabad","Astarc Ventures","Private Equity",1000000,"Series A","26/05/2015",26,5,2015,"05-2015","26/05/2015","26","05","2015","05-2015"
"1361",2132,6137,"27/05/2015","Postman","API Workflow platform","","Bangalore","Nexus Venture Partners","Seed Funding",1000000,"Series A","27/05/2015",27,5,2015,"05-2015","27/05/2015","27","05","2015","05-2015"
"1362",2133,6138,"27/05/2015","Casa2inns","Affordable Hotel Booking Online","","New Delhi","Accel Partners, Kalaari Capital","Private Equity",5000000,"Series A","27/05/2015",27,5,2015,"05-2015","27/05/2015","27","05","2015","05-2015"
"1363",2134,6139,"27/05/2015","FleetRover","Logistics Intelligence","","Goa","Tim Chen, Sanjay Venkat","Seed Funding",180000,"","27/05/2015",27,5,2015,"05-2015","27/05/2015","27","05","2015","05-2015"
"1364",2135,6140,"28/05/2015","TheKarrier","Last Mile Logistics","","Bangalore","Sol Primero, Outbox Ventures, Nikunj Jain","Seed Funding",240000,"","28/05/2015",28,5,2015,"05-2015","28/05/2015","28","05","2015","05-2015"
"1365",2136,6141,"28/05/2015","Zoomcar","Self-driven Car rental","","Bangalore","Sequoia Capital","Private Equity",5000000,"Series B Interim Funding","28/05/2015",28,5,2015,"05-2015","28/05/2015","28","05","2015","05-2015"
"1366",2138,6142,"30/05/2015","Ather Energy","Electric Scooter Manufacturer","","Bangalore","Tiger Global","Private Equity",12000000,"Series A","30/05/2015",30,5,2015,"05-2015","30/05/2015","30","05","2015","05-2015"
"1367",2139,6143,"03/04/2015","Swiggy","Online Food Delivery","","Bangalore","Accel Partners, SAIF Partners","Private Equity",2000000,"Series A","03/04/2015",3,4,2015,"04-2015","03/04/2015","03","04","2015","04-2015"
"1368",2140,6144,"04/04/2015","Bluegape","Web Content Publishing","","Gurgaon","Rudy Gopalakrishnan, ah! Ventures","Seed Funding",200000,"","04/04/2015",4,4,2015,"04-2015","04/04/2015","04","04","2015","04-2015"
"1369",2141,6145,"04/04/2015","KeepTrax","Location Based App","","Dallas","","Seed Funding",1000000,"","04/04/2015",4,4,2015,"04-2015","04/04/2015","04","04","2015","04-2015"
"1370",21411,6146,"04/04/2015","KeepTrax","Location Based App","","Hyderabad","","Seed Funding",1000000,"","04/04/2015",4,4,2015,"04-2015","04/04/2015","04","04","2015","04-2015"
"1371",2142,6147,"06/04/2015","InstaLively","Video Streaming","","New Delhi","Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.","Seed Funding",120000,"","06/04/2015",6,4,2015,"04-2015","06/04/2015","06","04","2015","04-2015"
"1372",2143,6148,"07/04/2015","Pricejugaad","Price Comparison","","Hyderabad","Amit Tyagi, Sandeep Acharya & others","Seed Funding",165000,"","07/04/2015",7,4,2015,"04-2015","07/04/2015","07","04","2015","04-2015"
"1373",2144,6149,"07/04/2015","Quikr","Online Classifieds","","Mumbai","Tiger Global, Investment AB Kinnevik, Steadview Capital","Private Equity",150000000,"Series G (Check prev funding details here)","07/04/2015",7,4,2015,"04-2015","07/04/2015","07","04","2015","04-2015"
"1374",2145,6150,"07/04/2015","PressPlay","Travel Entertainment","","New Delhi","Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani","Seed Funding",2200000,"","07/04/2015",7,4,2015,"04-2015","07/04/2015","07","04","2015","04-2015"
"1375",2147,6151,"08/04/2015","FirstCry.com","eCommerce","","Pune","Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures","Private Equity",10000000,"Series D ( In Feb it was announced they raised 26M, but it is 36M, so added here)","08/04/2015",8,4,2015,"04-2015","08/04/2015","08","04","2015","04-2015"
"1376",2148,6152,"08/04/2015","MobiKwik","Digital / Mobile Wallet","","Gurgaon","Tree Line Asia, Cisco Investments, American Express, Sequoia Capital","Private Equity",25000000,"Series B","08/04/2015",8,4,2015,"04-2015","08/04/2015","08","04","2015","04-2015"
"1377",2149,6153,"08/04/2015","Olacabs","Cab Aggregator","","Bangalore","DST Global, Steadview Capital, Tiger Global, Accel Partners & Others","Private Equity",400000000,"Series E (Updated from 315M to 400M after Press Release)","08/04/2015",8,4,2015,"04-2015","08/04/2015","08","04","2015","04-2015"
